Age_Group,Gender,Emirate,Occupation,Income,Family_Size,Education,Purchase_Location,Purchase_Frequency,Products_Bought,Monthly_Spending_Range,Uses_Eco_Products,Preferred_Packaging,Importance_Convenience,Importance_Price,Importance_Sustainability,Aware_Plastic_Ban,Reduce_Waste_Score,Eco_Brand_Preference,Follow_Campaigns,Social_Influence_Score,Used_Refill_Before,Try_Refill_Likelihood,Preferred_Payment_Mode,Refill_Location,Container_Type,Refill_Combos,Preferred_Scents,Interest_Non_Liquids,Discount_Switch,Willingness_to_Pay_AED,Usage_Frequency,Likely_to_Use_ReFillHub
18-24,Male,Dubai,Other,10000-20000,1-2,Postgraduate,Online,Quarterly,"Conditioner, Surface Cleaner, Hand Wash, Detergent",50-100,Yes,No preference,5,5,4,Yes,4,3,Yes,5,No,5,Card,Malls,Buy branded bottle once,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Floral, Unscented, Citrus",Yes,5-10%,78.74,More than 4x,No
25-34,Male,Dubai,Student,>40000,1-2,Undergraduate,Hypermarket,Monthly,"Sanitizer, Body Wash, Surface Cleaner",200-400,No,Plastic,3,3,3,Yes,5,2,Yes,4,No,3,Card,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Detergent + Fabric Softener","Citrus, Herbal",Yes,5-10%,187.77,Weekly,Yes
25-34,Female,Others,Professional,5000-10000,1-2,Undergraduate,Supermarket,Quarterly,"Shampoo, Detergent, Fabric Softener, Cooking Oil, Sanitizer",50-100,Yes,No preference,3,4,5,No,5,2,No,5,No,2,Card,Malls,Bring my own,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer, Detergent + Fabric Softener","Unscented, Fresh Linen, Herbal",Maybe,5-10%,46.88,Weekly,Yes
25-34,Female,Others,Professional,>40000,5+,High School,Online,Bi-weekly,"Sanitizer, Hand Wash, Surface Cleaner, Cooking Oil",200-400,No,Plastic,4,5,4,Yes,3,3,Yes,5,No,3,Cash,Supermarkets,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Unscented, Fresh Linen",Yes,10-20%,219.12,Twice,No
55+,Male,Dubai,Entrepreneur,<5000,1-2,Undergraduate,Supermarket,Bi-weekly,"Surface Cleaner, Sanitizer, Fabric Softener, Detergent, Conditioner",>400,Yes,No preference,4,2,4,Unsure,3,2,No,1,No,2,Mobile App,Supermarkets,Buy branded bottle once,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Fresh Linen, Citrus, Herbal",Yes,<5%,24.28,Twice,No
25-34,Male,Others,Other,10000-20000,3-4,Undergraduate,Supermarket,Weekly,"Cooking Oil, Conditioner, Shampoo",100-200,Occasionally,Plastic,4,4,4,Yes,3,3,No,4,No,5,Card,Gyms,Buy branded bottle once,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Herbal, Fresh Linen",Maybe,5-10%,65.77,Twice,No
45-54,Female,Abu Dhabi,Professional,10000-20000,1-2,Postgraduate,Supermarket,Monthly,"Detergent, Shampoo, Body Wash",100-200,Yes,No preference,3,2,5,No,3,2,No,2,Yes,3,Card,Residential Lobbies,Bring my own,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer, Cooking Oil + Vinegar","Unscented, Fresh Linen",No,>20%,77.41,Weekly,No
35-44,Female,Ajman,Entrepreneur,5000-10000,1-2,Undergraduate,Hypermarket,Weekly,"Conditioner, Hand Wash, Cooking Oil",100-200,Yes,Plastic,5,3,5,Yes,5,4,Yes,2,Yes,4,Mobile App,Supermarkets,Buy branded bottle once,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Detergent + Fabric Softener","Fresh Linen, Herbal, Floral",No,5-10%,44.46,Weekly,No
45-54,Male,Abu Dhabi,Student,10000-20000,3-4,Undergraduate,Hypermarket,Bi-weekly,"Sanitizer, Body Wash, Hand Wash, Cooking Oil, Conditioner",50-100,No,Biodegradable,5,5,4,Unsure,4,2,No,3,No,2,Card,Gyms,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Shampoo + Conditioner","Fresh Linen, Citrus",Maybe,10-20%,76.09,Weekly,No
35-44,Female,Abu Dhabi,Professional,20000-40000,3-4,Postgraduate,Online,Bi-weekly,"Detergent, Sanitizer, Body Wash",100-200,No,Glass,4,4,3,Unsure,5,2,No,4,Yes,4,Cash,Malls,Bring my own,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener, Hand Wash + Sanitizer","Citrus, Floral, Herbal",Yes,10-20%,108.23,Weekly,No
35-44,Male,Abu Dhabi,Professional,<5000,1-2,Postgraduate,Online,Monthly,"Conditioner, Body Wash, Fabric Softener, Shampoo",100-200,Yes,Glass,4,3,5,Yes,3,4,Yes,1,Yes,5,Cash,Supermarkets,Bring my own,"Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Floral, Herbal, Unscented",No,10-20%,32.8,Weekly,No
25-34,Male,Abu Dhabi,Other,5000-10000,1-2,Undergraduate,Local Store,Monthly,"Fabric Softener, Hand Wash, Detergent, Cooking Oil",>400,Yes,Plastic,3,5,4,No,2,3,Yes,3,Yes,5,Cash,Malls,Use disposable option,"Shampoo + Conditioner, Hand Wash + Sanitizer","Floral, Herbal",Yes,>20%,51.25,Once,No
25-34,Female,Dubai,Professional,20000-40000,3-4,Undergraduate,Supermarket,Weekly,"Surface Cleaner, Fabric Softener, Cooking Oil, Body Wash, Hand Wash",>400,Yes,Biodegradable,5,5,4,No,5,2,No,3,No,2,Mobile App,Gyms,Bring my own,"Detergent + Fabric Softener, Cooking Oil + Vinegar, Shampoo + Conditioner","Citrus, Unscented",Yes,5-10%,109.98,Weekly,Yes
35-44,Male,Dubai,Professional,10000-20000,1-2,Undergraduate,Supermarket,Bi-weekly,"Sanitizer, Cooking Oil, Hand Wash",200-400,Occasionally,Plastic,4,2,5,Yes,2,2,Yes,2,No,3,Mobile App,Malls,Use disposable option,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Detergent + Fabric Softener","Fresh Linen, Herbal",Yes,>20%,78.6,Weekly,No
25-34,Female,Dubai,Student,>40000,1-2,Postgraduate,Supermarket,Monthly,"Hand Wash, Detergent, Cooking Oil, Surface Cleaner, Conditioner",200-400,Occasionally,Aluminum,3,2,3,Yes,2,4,Yes,5,No,4,Mobile App,Supermarkets,Bring my own,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Herbal, Floral, Unscented",Yes,>20%,219.35,Weekly,No
18-24,Male,Sharjah,Student,20000-40000,5+,High School,Hypermarket,Quarterly,"Fabric Softener, Surface Cleaner, Conditioner",100-200,No,Plastic,4,3,4,Yes,3,4,Yes,1,Yes,4,Card,Malls,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener","Unscented, Citrus",Maybe,10-20%,112.04,Twice,Yes
35-44,Female,Dubai,Professional,>40000,3-4,Postgraduate,Other,Monthly,"Body Wash, Fabric Softener, Shampoo, Cooking Oil",100-200,Occasionally,No preference,3,2,3,No,5,4,No,4,No,2,Card,Malls,Buy branded bottle once,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Shampoo + Conditioner","Citrus, Herbal",Maybe,<5%,207.58,Weekly,Yes
25-34,Female,Abu Dhabi,Professional,20000-40000,3-4,Postgraduate,Supermarket,Quarterly,"Detergent, Cooking Oil, Surface Cleaner, Shampoo",200-400,Occasionally,Plastic,5,3,3,Yes,4,5,No,3,Yes,2,Card,Malls,Bring my own,"Hand Wash + Sanitizer, Shampoo + Conditioner","Fresh Linen, Citrus",Maybe,<5%,124.18,Twice,Yes
55+,Male,Others,Homemaker,5000-10000,3-4,Undergraduate,Local Store,Monthly,"Hand Wash, Surface Cleaner, Fabric Softener, Body Wash",100-200,Yes,Plastic,3,3,5,Yes,5,4,Yes,1,No,2,Mobile App,Supermarkets,Bring my own,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Unscented, Herbal, Floral",Yes,10-20%,54.03,More than 4x,No
55+,Female,Dubai,Professional,<5000,3-4,High School,Hypermarket,Monthly,"Fabric Softener, Detergent, Body Wash, Sanitizer",>400,Occasionally,Plastic,4,3,4,Yes,4,3,Yes,2,No,5,Card,Malls,Bring my own,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Hand Wash + Sanitizer","Herbal, Unscented",Maybe,>20%,34.0,Weekly,Yes
55+,Male,Abu Dhabi,Professional,20000-40000,3-4,Undergraduate,Supermarket,Weekly,"Conditioner, Surface Cleaner, Body Wash, Sanitizer",100-200,Occasionally,Glass,4,2,4,Yes,4,2,No,3,No,5,Card,Supermarkets,Use disposable option,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Floral, Fresh Linen",No,10-20%,117.23,More than 4x,Yes
25-34,Female,Dubai,Student,10000-20000,3-4,Undergraduate,Online,Monthly,"Fabric Softener, Hand Wash, Conditioner, Sanitizer, Shampoo",100-200,Yes,Plastic,5,4,3,No,3,2,No,3,No,4,Mobile App,Malls,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Citrus, Unscented, Floral",Yes,5-10%,76.52,Weekly,No
18-24,Male,Ajman,Homemaker,<5000,3-4,High School,Online,Monthly,"Hand Wash, Cooking Oil, Surface Cleaner, Conditioner",200-400,Yes,Glass,5,3,5,Unsure,4,5,No,2,No,3,Subscription,Petrol Stations,Bring my own,"Hand Wash + Sanitizer, Shampoo + Conditioner, Surface Cleaner + Air Freshener","Floral, Herbal, Unscented",Maybe,<5%,25.98,Twice,Yes
55+,Male,Dubai,Entrepreneur,5000-10000,1-2,Postgraduate,Other,Monthly,"Hand Wash, Sanitizer, Surface Cleaner, Body Wash, Shampoo",>400,Yes,Biodegradable,4,4,5,Yes,5,2,Yes,2,No,2,Card,Supermarkets,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Unscented, Citrus, Floral",Yes,10-20%,41.44,Weekly,No
25-34,Male,Abu Dhabi,Student,>40000,3-4,Doctorate,Supermarket,Bi-weekly,"Detergent, Cooking Oil, Body Wash",50-100,Yes,Biodegradable,4,5,5,Yes,5,2,Yes,2,No,5,Mobile App,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer, Cooking Oil + Vinegar","Citrus, Fresh Linen, Herbal",Yes,10-20%,204.59,Once,Yes
55+,Prefer not to say,Sharjah,Entrepreneur,10000-20000,3-4,Undergraduate,Hypermarket,Bi-weekly,"Shampoo, Detergent, Surface Cleaner, Fabric Softener",200-400,Occasionally,Aluminum,4,2,3,No,2,3,Yes,1,No,3,Card,Residential Lobbies,Bring my own,"Detergent + Fabric Softener, Hand Wash + Sanitizer, Shampoo + Conditioner","Citrus, Floral, Herbal",Maybe,5-10%,71.38,More than 4x,Yes
55+,Female,Ajman,Professional,10000-20000,5+,Postgraduate,Supermarket,Bi-weekly,"Detergent, Body Wash, Shampoo, Hand Wash",100-200,No,Plastic,5,2,3,Yes,4,2,No,1,No,2,Subscription,Malls,Bring my own,"Hand Wash + Sanitizer, Shampoo + Conditioner, Cooking Oil + Vinegar","Unscented, Fresh Linen, Citrus",No,<5%,93.3,More than 4x,Yes
45-54,Female,Abu Dhabi,Student,10000-20000,3-4,High School,Hypermarket,Bi-weekly,"Surface Cleaner, Shampoo, Body Wash, Cooking Oil",50-100,Occasionally,Biodegradable,4,4,4,Yes,3,3,Yes,1,No,3,Card,Supermarkets,Bring my own,"Detergent + Fabric Softener, Cooking Oil + Vinegar","Citrus, Floral",Yes,10-20%,69.92,Weekly,Yes
25-34,Male,Abu Dhabi,Professional,5000-10000,3-4,Undergraduate,Online,Weekly,"Surface Cleaner, Fabric Softener, Shampoo, Conditioner",200-400,Occasionally,Plastic,5,5,5,Yes,3,5,Yes,5,No,2,Cash,Malls,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Herbal, Citrus",No,10-20%,36.8,Weekly,Yes
25-34,Female,Abu Dhabi,Professional,5000-10000,1-2,High School,Online,Monthly,"Hand Wash, Cooking Oil, Surface Cleaner, Detergent",100-200,No,Biodegradable,4,5,3,Yes,5,3,Yes,3,No,3,Card,Gyms,Bring my own,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Hand Wash + Sanitizer","Fresh Linen, Unscented",Maybe,10-20%,61.2,Weekly,Yes
45-54,Male,Ajman,Student,5000-10000,3-4,Undergraduate,Hypermarket,Weekly,"Surface Cleaner, Cooking Oil, Detergent",100-200,No,Plastic,3,3,5,Yes,4,4,Yes,1,Yes,4,Cash,Malls,Buy branded bottle once,"Surface Cleaner + Air Freshener, Cooking Oil + Vinegar, Shampoo + Conditioner","Unscented, Herbal, Citrus",No,>20%,42.56,More than 4x,Yes
25-34,Female,Abu Dhabi,Other,<5000,1-2,Postgraduate,Hypermarket,Weekly,"Surface Cleaner, Conditioner, Sanitizer",50-100,Yes,Glass,3,2,3,No,3,4,No,5,No,2,Card,Malls,Buy branded bottle once,"Cooking Oil + Vinegar, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Unscented, Herbal",Yes,10-20%,12.87,Twice,Yes
25-34,Male,Dubai,Homemaker,20000-40000,3-4,Postgraduate,Local Store,Bi-weekly,"Sanitizer, Hand Wash, Cooking Oil, Detergent, Conditioner",100-200,Yes,Glass,4,5,4,Yes,4,5,Yes,3,No,2,Card,Residential Lobbies,Use disposable option,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Herbal, Unscented, Fresh Linen",Yes,5-10%,123.88,Weekly,Yes
35-44,Male,Ajman,Entrepreneur,10000-20000,1-2,High School,Supermarket,Monthly,"Cooking Oil, Detergent, Body Wash, Fabric Softener, Hand Wash",100-200,No,Biodegradable,3,5,5,No,4,2,No,1,No,4,Card,Gyms,Buy branded bottle once,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Unscented, Fresh Linen, Floral",Yes,10-20%,88.32,Weekly,No
55+,Male,Abu Dhabi,Professional,20000-40000,3-4,Undergraduate,Hypermarket,Bi-weekly,"Hand Wash, Sanitizer, Cooking Oil",100-200,Yes,Plastic,5,3,3,Yes,2,3,No,2,Yes,2,Card,Supermarkets,Bring my own,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Herbal, Unscented",Maybe,>20%,127.37,More than 4x,No
35-44,Female,Abu Dhabi,Professional,20000-40000,1-2,Undergraduate,Supermarket,Bi-weekly,"Body Wash, Sanitizer, Cooking Oil, Fabric Softener",50-100,Yes,Aluminum,3,3,5,Yes,3,4,Yes,4,No,2,Cash,Supermarkets,Buy branded bottle once,"Detergent + Fabric Softener, Cooking Oil + Vinegar","Floral, Fresh Linen",Yes,>20%,114.28,More than 4x,No
35-44,Female,Dubai,Entrepreneur,5000-10000,3-4,Undergraduate,Online,Monthly,"Shampoo, Detergent, Sanitizer, Cooking Oil, Surface Cleaner",>400,Occasionally,Plastic,3,4,3,No,2,3,No,1,No,5,Mobile App,Residential Lobbies,Use disposable option,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Floral, Herbal, Citrus",Yes,>20%,51.29,More than 4x,No
18-24,Male,Abu Dhabi,Professional,10000-20000,5+,Postgraduate,Online,Bi-weekly,"Fabric Softener, Detergent, Hand Wash",100-200,No,Biodegradable,5,2,3,Yes,3,4,No,4,No,4,Mobile App,Malls,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer, Cooking Oil + Vinegar","Unscented, Floral, Fresh Linen",Yes,5-10%,72.13,Weekly,No
35-44,Female,Dubai,Student,10000-20000,1-2,Postgraduate,Online,Quarterly,"Body Wash, Surface Cleaner, Detergent",200-400,Yes,No preference,3,5,3,Yes,4,3,No,1,No,5,Subscription,Gyms,Bring my own,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Herbal, Unscented",Maybe,>20%,91.61,Twice,Yes
55+,Female,Abu Dhabi,Professional,20000-40000,3-4,Undergraduate,Online,Quarterly,"Fabric Softener, Hand Wash, Detergent, Body Wash",100-200,No,Glass,3,4,5,Yes,3,2,Yes,2,No,4,Mobile App,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener","Citrus, Unscented, Floral",No,>20%,115.63,Weekly,No
18-24,Female,Dubai,Homemaker,5000-10000,3-4,Undergraduate,Other,Bi-weekly,"Surface Cleaner, Conditioner, Detergent, Cooking Oil, Shampoo",100-200,Occasionally,Glass,4,2,3,Yes,5,5,Yes,4,No,3,Subscription,Malls,Use disposable option,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener, Shampoo + Conditioner","Citrus, Fresh Linen",No,10-20%,50.99,Weekly,Yes
35-44,Male,Abu Dhabi,Professional,10000-20000,1-2,Undergraduate,Supermarket,Bi-weekly,"Cooking Oil, Conditioner, Body Wash, Shampoo, Hand Wash",100-200,Yes,No preference,5,4,4,No,4,2,Yes,5,Yes,4,Card,Malls,Bring my own,"Surface Cleaner + Air Freshener, Shampoo + Conditioner","Fresh Linen, Floral, Herbal",Yes,5-10%,76.69,Weekly,Yes
45-54,Male,Others,Student,10000-20000,3-4,High School,Hypermarket,Monthly,"Shampoo, Conditioner, Surface Cleaner, Sanitizer, Hand Wash",100-200,Yes,Glass,5,2,5,Yes,3,3,No,2,No,4,Subscription,Residential Lobbies,Bring my own,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener, Shampoo + Conditioner","Fresh Linen, Unscented",Yes,>20%,63.4,Once,No
35-44,Female,Dubai,Entrepreneur,5000-10000,1-2,Undergraduate,Online,Weekly,"Conditioner, Sanitizer, Shampoo, Body Wash",100-200,Occasionally,Glass,4,2,4,No,2,4,No,4,No,5,Card,Malls,Buy branded bottle once,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Unscented, Herbal, Fresh Linen",Maybe,10-20%,48.07,Weekly,No
35-44,Male,Others,Professional,<5000,3-4,Undergraduate,Supermarket,Bi-weekly,"Body Wash, Cooking Oil, Surface Cleaner",100-200,Yes,Aluminum,4,5,4,Yes,2,4,No,4,No,2,Mobile App,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Detergent + Fabric Softener","Floral, Unscented",Maybe,5-10%,23.23,Twice,No
35-44,Male,Dubai,Professional,10000-20000,3-4,Postgraduate,Supermarket,Bi-weekly,"Hand Wash, Cooking Oil, Conditioner, Fabric Softener, Detergent",100-200,Yes,Biodegradable,3,2,5,Yes,4,5,Yes,2,No,4,Mobile App,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener","Floral, Herbal, Unscented",Maybe,5-10%,88.77,More than 4x,Yes
25-34,Female,Ajman,Student,20000-40000,3-4,Postgraduate,Local Store,Quarterly,"Hand Wash, Body Wash, Shampoo",50-100,No,Plastic,3,3,3,Unsure,2,2,Yes,2,No,2,Mobile App,Gyms,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Shampoo + Conditioner","Citrus, Unscented",Maybe,10-20%,121.95,Twice,No
25-34,Female,Sharjah,Professional,5000-10000,3-4,High School,Local Store,Weekly,"Sanitizer, Fabric Softener, Body Wash, Conditioner",100-200,Occasionally,Biodegradable,3,5,4,No,4,2,Yes,2,No,4,Mobile App,Residential Lobbies,Buy branded bottle once,"Shampoo + Conditioner, Detergent + Fabric Softener","Unscented, Citrus",Maybe,10-20%,46.22,Weekly,Yes
45-54,Male,Abu Dhabi,Entrepreneur,10000-20000,3-4,Undergraduate,Local Store,Monthly,"Fabric Softener, Detergent, Conditioner, Sanitizer",50-100,Yes,Glass,4,3,5,Yes,4,2,Yes,3,No,5,Mobile App,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer, Cooking Oil + Vinegar","Fresh Linen, Citrus, Herbal",No,<5%,73.55,Twice,No
45-54,Male,Sharjah,Professional,5000-10000,1-2,High School,Other,Monthly,"Hand Wash, Conditioner, Sanitizer, Surface Cleaner, Body Wash",50-100,Yes,Plastic,5,4,3,Yes,4,4,No,5,No,4,Subscription,Malls,Buy branded bottle once,"Surface Cleaner + Air Freshener, Cooking Oil + Vinegar, Hand Wash + Sanitizer","Herbal, Floral",Maybe,10-20%,49.33,Twice,Yes
45-54,Female,Ajman,Professional,20000-40000,3-4,High School,Supermarket,Bi-weekly,"Body Wash, Surface Cleaner, Sanitizer",>400,Yes,Biodegradable,3,4,5,Yes,3,5,Yes,1,No,3,Subscription,Gyms,Buy branded bottle once,"Surface Cleaner + Air Freshener, Cooking Oil + Vinegar, Shampoo + Conditioner","Herbal, Fresh Linen",No,>20%,119.61,More than 4x,No
55+,Male,Dubai,Homemaker,5000-10000,3-4,Postgraduate,Online,Weekly,"Sanitizer, Detergent, Body Wash, Surface Cleaner, Shampoo",100-200,Occasionally,Glass,4,2,5,Yes,4,4,Yes,4,No,4,Subscription,Malls,Use disposable option,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Herbal, Citrus, Unscented",Yes,10-20%,59.27,Twice,Yes
35-44,Male,Dubai,Homemaker,20000-40000,5+,High School,Hypermarket,Quarterly,"Cooking Oil, Detergent, Surface Cleaner, Conditioner, Body Wash",100-200,Yes,Plastic,5,2,5,No,2,2,Yes,1,No,4,Subscription,Supermarkets,Buy branded bottle once,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Floral, Citrus",Yes,5-10%,129.79,Once,Yes
35-44,Male,Abu Dhabi,Homemaker,5000-10000,5+,Undergraduate,Online,Bi-weekly,"Detergent, Hand Wash, Body Wash",100-200,No,Aluminum,4,3,3,No,5,3,Yes,2,Yes,2,Cash,Residential Lobbies,Use disposable option,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Citrus, Herbal",Maybe,10-20%,40.09,Once,No
45-54,Female,Sharjah,Professional,5000-10000,5+,High School,Online,Monthly,"Conditioner, Cooking Oil, Body Wash, Shampoo, Hand Wash",>400,Occasionally,Biodegradable,3,3,4,Yes,3,4,Yes,5,No,2,Subscription,Malls,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener","Fresh Linen, Floral, Herbal",Yes,<5%,60.68,Weekly,No
35-44,Female,Sharjah,Professional,<5000,3-4,Postgraduate,Online,Bi-weekly,"Detergent, Shampoo, Sanitizer, Conditioner",100-200,Yes,Biodegradable,4,3,4,No,2,5,Yes,5,No,3,Cash,Supermarkets,Bring my own,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener, Shampoo + Conditioner","Fresh Linen, Citrus",Maybe,5-10%,32.51,Weekly,Yes
35-44,Male,Sharjah,Other,<5000,3-4,Undergraduate,Online,Bi-weekly,"Surface Cleaner, Hand Wash, Detergent, Fabric Softener",200-400,Occasionally,No preference,4,4,5,Yes,4,2,Yes,3,Yes,4,Mobile App,Supermarkets,Bring my own,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Cooking Oil + Vinegar","Fresh Linen, Herbal, Floral",Yes,10-20%,24.47,Twice,No
45-54,Male,Dubai,Entrepreneur,10000-20000,3-4,Undergraduate,Online,Bi-weekly,"Conditioner, Fabric Softener, Hand Wash",100-200,Occasionally,Biodegradable,4,3,5,Yes,4,3,Yes,2,No,2,Cash,Residential Lobbies,Buy branded bottle once,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Detergent + Fabric Softener","Fresh Linen, Unscented, Herbal",Yes,>20%,60.26,Weekly,Yes
45-54,Male,Sharjah,Student,5000-10000,3-4,Undergraduate,Supermarket,Weekly,"Sanitizer, Conditioner, Shampoo",>400,Occasionally,Plastic,4,5,3,Yes,5,4,Yes,4,No,4,Subscription,Malls,Use disposable option,"Detergent + Fabric Softener, Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Citrus, Herbal, Unscented",Yes,10-20%,52.13,Once,No
25-34,Female,Dubai,Student,20000-40000,1-2,Postgraduate,Online,Weekly,"Sanitizer, Fabric Softener, Shampoo",200-400,Yes,Glass,5,5,5,Unsure,2,3,No,3,No,5,Mobile App,Supermarkets,Bring my own,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Herbal, Unscented, Citrus",Yes,<5%,116.46,More than 4x,No
25-34,Male,Abu Dhabi,Professional,<5000,5+,Doctorate,Online,Monthly,"Sanitizer, Detergent, Conditioner, Fabric Softener, Cooking Oil",200-400,No,Biodegradable,3,4,5,No,3,3,Yes,2,No,5,Mobile App,Supermarkets,Bring my own,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Fresh Linen, Herbal, Citrus",Yes,10-20%,30.55,More than 4x,Yes
18-24,Male,Dubai,Other,5000-10000,5+,Undergraduate,Online,Bi-weekly,"Shampoo, Fabric Softener, Conditioner, Hand Wash, Body Wash",50-100,Occasionally,Glass,5,3,5,Yes,2,5,No,3,No,3,Card,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Herbal, Unscented, Fresh Linen",Yes,10-20%,56.47,More than 4x,Yes
35-44,Female,Dubai,Professional,5000-10000,3-4,Postgraduate,Supermarket,Weekly,"Cooking Oil, Fabric Softener, Detergent",50-100,Occasionally,Aluminum,4,3,4,Yes,4,4,No,1,No,5,Cash,Supermarkets,Bring my own,"Shampoo + Conditioner, Hand Wash + Sanitizer","Fresh Linen, Floral",Maybe,>20%,63.19,More than 4x,Yes
18-24,Male,Dubai,Professional,<5000,1-2,Postgraduate,Hypermarket,Bi-weekly,"Sanitizer, Body Wash, Surface Cleaner",50-100,Yes,Aluminum,4,2,5,Unsure,3,5,Yes,2,No,2,Subscription,Supermarkets,Bring my own,"Shampoo + Conditioner, Hand Wash + Sanitizer","Citrus, Fresh Linen",Yes,>20%,14.39,Twice,No
25-34,Female,Dubai,Student,<5000,3-4,Postgraduate,Supermarket,Monthly,"Hand Wash, Cooking Oil, Detergent, Body Wash, Shampoo",50-100,Occasionally,Glass,3,5,4,Yes,4,2,No,4,No,2,Mobile App,Residential Lobbies,Bring my own,"Hand Wash + Sanitizer, Shampoo + Conditioner","Citrus, Herbal, Fresh Linen",Yes,5-10%,46.38,Twice,Yes
35-44,Male,Abu Dhabi,Entrepreneur,10000-20000,5+,Undergraduate,Online,Weekly,"Conditioner, Hand Wash, Cooking Oil",200-400,Yes,No preference,3,4,3,Yes,4,3,Yes,4,No,3,Card,Residential Lobbies,Buy branded bottle once,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Unscented, Fresh Linen, Floral",Yes,5-10%,83.95,Weekly,Yes
